scheme_id,known_feasible,capability_score,price_wan,stroke_mm,rated_thrust_n,peak_thrust_n,speed_mm_s,accuracy_mm,response_time_ms,temp_low_c,temp_high_c,duty_cycle_pct,mass_kg,salt_spray_h,protection_grade,manual_emergency,self_lock,position_feedback,overload_protection,self_diagnosis
VIRTUAL-0595,1,36.8355,10.7943,204.4553,4861.5672,7344.3521,50.2065,0.26073,212.6996,-38.2817,80.2591,21.9664,10.4914,0.0,55.0,0,1,1,1,1
VIRTUAL-0596,0,42.2717,12.9206,165.9446,5624.4089,8595.3045,67.9152,0.4816,167.8366,-40.9948,92.7476,29.5841,12.0156,72.0,55.0,0,1,1,1,1
VIRTUAL-0597,1,38.2759,11.9411,78.8365,7258.9176,10230.6579,33.6467,0.7659,254.1582,-44.5657,94.9778,64.0238,9.418,24.0,55.0,0,0,1,1,0
VIRTUAL-0598,1,55.2436,17.4875,128.3949,17484.1938,26836.272,42.3777,0.8436,215.6853,-24.8647,74.1405,42.7313,15.9208,24.0,55.0,1,1,1,1,0
VIRTUAL-0599,1,57.4538,17.9165,132.6725,12708.1133,19939.0505,46.5282,0.10372,178.3591,-28.5926,76.9619,82.3246,12.3549,72.0,55.0,1,1,0,1,1
VIRTUAL-0600,1,37.9123,13.3408,198.8904,11139.548,16888.2239,30.7168,0.73787,259.6303,-25.2706,66.206,71.6443,12.5405,0.0,54.0,0,1,1,1,1
VIRTUAL-0601,0,60.9829,17.0498,219.5847,15792.028,24110.5516,75.0129,0.0686,183.1829,-30.4173,85.5237,25.3261,16.8862,0.0,54.0,0,1,1,1,1
VIRTUAL-0602,1,42.7822,20.1547,172.3177,13455.0181,20028.4522,71.1478,0.78586,180.0849,-28.8312,87.0922,36.185,17.0813,240.0,65.0,0,0,1,1,1
VIRTUAL-0603,1,47.8455,14.2792,83.8455,11131.8163,18303.8859,48.0972,0.3068,192.2288,-31.7717,80.255,46.2768,12.0848,72.0,55.0,0,1,1,0,0
VIRTUAL-0604,1,31.2326,10.5976,188.7971,5867.6396,10337.688,33.8061,0.50109,245.2589,-12.8911,67.4186,40.1891,9.8139,24.0,55.0,0,0,1,1,0
VIRTUAL-0605,0,48.2758,18.601,134.59,16578.7945,25513.145,21.4226,0.67012,284.8995,-54.3392,95.3609,38.9984,19.1955,240.0,66.0,0,1,1,1,0
VIRTUAL-0606,1,44.0225,13.0398,219.9952,9157.231,13779.9157,8.9379,0.10888,290.3621,-54.9231,81.1348,46.8985,13.3486,48.0,54.0,1,1,1,0,1
VIRTUAL-0607,1,42.0,13.4357,111.7202,8675.6672,13736.5685,35.7681,0.42143,250.0521,-46.0265,59.827,96.0444,10.4394,0.0,55.0,0,1,1,1,1
VIRTUAL-0608,1,44.0088,12.4496,192.4032,5269.2479,9080.3498,85.1621,0.95629,143.319,-50.823,81.3506,62.8838,9.4716,48.0,55.0,0,1,1,1,0
VIRTUAL-0609,0,12.8099,12.9341,119.2219,7648.9101,9858.0643,32.6342,0.2746,218.4195,-17.8872,70.1575,64.1763,11.3369,168.0,55.0,0,0,1,1,1
VIRTUAL-0610,1,26.4154,12.8796,219.4142,4844.6551,6623.2414,18.5402,0.62938,277.5676,-36.7598,90.8399,57.9123,12.1146,120.0,65.0,1,1,1,1,0
VIRTUAL-0611,1,28.2128,12.5354,81.344,5925.1249,9648.3348,26.7947,0.52128,267.4833,-53.9982,75.044,36.1782,7.9584,120.0,65.0,0,1,1,1,0
VIRTUAL-0612,1,41.6767,14.4695,171.4896,12112.7222,18104.79,48.1375,0.87099,214.7861,-14.6794,61.621,33.6306,12.457,72.0,55.0,1,1,1,1,0
VIRTUAL-0613,1,31.2571,13.3775,214.1867,6344.3108,9719.5655,72.3687,0.46872,159.6299,-45.906,59.354,37.8913,12.0217,96.0,55.0,0,1,1,1,0
VIRTUAL-0614,1,43.7829,13.5714,196.356,10011.9884,15451.7714,30.4713,0.35968,230.3343,-21.8925,63.1389,85.4946,11.8976,0.0,55.0,0,1,1,1,1
VIRTUAL-0615,1,48.7032,19.3119,64.9712,14178.5062,21404.4821,36.0158,0.26867,211.5569,-37.4872,64.4507,74.748,13.6112,216.0,65.0,0,1,1,1,0
VIRTUAL-0616,1,60.4889,20.7595,68.7561,16335.7855,25064.3692,12.7381,0.06763,302.7084,-16.3026,75.715,57.4517,16.5581,216.0,67.0,1,1,1,1,0
VIRTUAL-0617,0,36.3165,18.4,75.7404,17375.7592,24829.567,56.1849,0.47587,178.7097,-15.4428,69.1861,70.9771,16.8745,240.0,66.0,1,1,0,1,0
VIRTUAL-0618,1,40.5964,13.3268,145.1856,9847.0232,14530.1032,64.925,0.10763,121.1259,-16.2982,86.0605,68.3401,9.2731,120.0,55.0,0,0,1,1,0
VIRTUAL-0619,1,64.9555,19.1764,138.1123,15459.8213,25098.354,45.0667,0.54447,226.3741,-27.049,75.7965,84.4435,15.3085,240.0,67.0,1,0,1,1,0
VIRTUAL-0620,0,32.6169,11.4868,129.153,5211.4739,6987.5509,22.3554,0.05624,244.7987,-56.8425,80.8034,93.5366,9.7629,48.0,55.0,0,0,1,1,0
VIRTUAL-0621,1,48.3489,13.5024,124.539,9659.6035,14208.4245,45.6035,0.16074,230.8661,-28.8507,90.8832,61.7624,10.2467,0.0,55.0,0,1,1,1,1
VIRTUAL-0622,1,45.2877,16.2586,83.3781,9068.6564,14035.9748,19.4512,0.83322,325.0496,-47.0993,89.8952,67.5569,11.3873,72.0,65.0,1,1,1,1,1
VIRTUAL-0623,1,26.6971,12.0816,77.5535,7419.4991,12150.45,17.3713,0.69336,289.3561,-54.2833,63.8162,45.0876,8.9013,96.0,55.0,1,0,1,1,0
VIRTUAL-0624,1,42.6614,11.5851,178.7028,6284.6148,10757.6412,30.0992,0.68296,232.2298,-52.8114,90.6625,48.2575,11.3292,72.0,55.0,0,1,0,1,1
VIRTUAL-0625,1,26.9044,13.5574,50.37,6745.4446,12486.8308,18.7479,0.94738,276.9664,-37.9122,69.9761,64.6895,7.8953,96.0,65.0,0,1,1,1,1
VIRTUAL-0626,1,41.3797,14.519,122.0379,10278.9081,16433.4783,88.2072,0.97467,115.7107,-29.4832,97.5971,48.94,13.6318,120.0,55.0,1,0,1,1,0
VIRTUAL-0627,1,56.5099,17.4784,196.0248,17550.2429,27006.6591,26.0178,0.4243,242.6603,-57.2645,60.5601,74.7146,16.2778,72.0,55.0,0,1,1,1,1
VIRTUAL-0628,1,43.8681,17.3055,159.6503,10044.9859,14231.1589,80.1996,0.72092,114.3206,-15.632,76.889,63.3123,13.0432,120.0,65.0,1,1,1,1,1
VIRTUAL-0629,1,19.7397,18.6002,193.2686,14266.6043,21392.9295,49.2055,0.96967,223.9513,-28.7872,63.6495,57.5549,18.2023,216.0,65.0,0,0,0,0,1
VIRTUAL-0630,1,43.8235,12.6821,86.9312,11994.2772,17570.7356,8.6695,0.05911,260.4527,-12.6458,80.0272,36.0302,11.5558,72.0,55.0,0,0,1,1,0
VIRTUAL-0631,0,40.0942,17.9107,130.7911,17039.398,26244.6691,78.1504,0.75806,145.2988,-22.661,99.4816,72.4114,15.0526,96.0,55.0,1,1,1,0,1
VIRTUAL-0632,1,39.5703,16.5202,173.1447,15873.9341,23788.2326,71.3482,0.833,187.3547,-29.2056,65.7404,75.4378,15.4129,0.0,54.0,1,1,0,1,0
VIRTUAL-0633,1,35.9654,13.2792,206.1612,6104.638,9464.8284,75.179,0.60014,143.3288,-28.6418,94.9124,47.5419,9.0075,96.0,55.0,0,1,1,1,1
VIRTUAL-0634,1,47.1153,15.5755,201.0658,14376.2364,22145.375,55.376,0.24079,181.3227,-46.5088,72.2303,30.462,18.3522,168.0,65.0,1,0,0,1,0
VIRTUAL-0635,1,42.5191,15.3425,165.1125,12581.6185,19972.9013,86.4836,0.40438,146.0187,-13.8693,86.3758,30.1787,14.3615,96.0,55.0,0,1,1,1,0
VIRTUAL-0636,1,50.7427,14.1443,52.9997,10772.5942,15840.1329,27.4147,0.25938,253.5658,-53.576,82.5955,83.8786,13.1958,72.0,55.0,0,0,1,1,1
VIRTUAL-0637,1,42.7583,12.769,186.9711,9199.6633,13715.625,31.9477,0.48985,271.3276,-15.0393,81.1846,88.1535,11.5232,24.0,55.0,0,1,1,1,1
VIRTUAL-0638,0,54.9232,18.8295,72.6084,17526.1957,26281.839,44.3625,0.10594,209.997,-37.6591,61.1432,84.765,14.5722,120.0,65.0,0,1,1,1,0
VIRTUAL-0639,1,30.2378,14.0022,175.3875,7619.6358,12015.3456,68.5761,0.85894,181.5226,-53.8442,70.8581,33.5171,12.5879,120.0,55.0,0,1,1,1,0
VIRTUAL-0640,1,49.9383,12.4614,86.2848,4241.7035,7135.7978,81.8277,0.31291,124.3183,-34.4473,90.0146,35.8668,7.3402,0.0,55.0,0,1,1,1,1
VIRTUAL-0641,1,35.4625,11.0869,162.1614,5454.8738,8420.4944,39.5363,0.24404,219.8283,-56.6075,68.8157,33.5885,9.8396,0.0,54.0,0,0,1,1,1
VIRTUAL-0642,1,51.4865,14.1425,186.1937,7748.0157,11586.5168,83.8213,0.79836,109.7,-53.6923,72.1953,56.3686,10.1044,24.0,55.0,1,1,0,1,1
VIRTUAL-0643,1,47.9313,16.5696,110.7903,12955.6509,20969.0292,7.6721,0.96488,318.3748,-53.4276,85.9736,56.3212,17.0243,240.0,67.0,1,1,1,1,0
VIRTUAL-0644,0,32.3268,15.0841,66.1834,13094.053,19337.6235,10.7756,0.98686,307.5834,-21.581,98.4994,26.4188,12.7503,120.0,65.0,1,0,0,1,0
VIRTUAL-0645,1,24.5768,13.124,126.9518,9164.7947,14358.4628,15.8664,0.67821,280.3312,-54.3614,62.0306,30.2522,13.2654,120.0,65.0,1,0,1,1,0
VIRTUAL-0646,0,7.9669,10.8644,192.9078,4928.4819,6291.1602,37.2207,0.68374,214.3107,-30.0431,60.8248,55.0663,9.3294,96.0,55.0,1,0,1,1,1
VIRTUAL-0647,1,48.8726,15.0618,214.4225,10883.4394,15610.2712,62.1478,0.63897,172.2605,-51.2447,78.0023,81.5203,12.5682,0.0,54.0,0,1,0,1,1
VIRTUAL-0648,1,48.8796,15.3783,82.2535,12778.9311,19881.5688,31.052,0.30244,244.594,-25.7993,76.7787,29.067,11.996,24.0,55.0,1,1,1,1,0
VIRTUAL-0649,1,42.3424,16.9966,112.9424,9862.2129,13708.839,49.6523,0.4731,214.6933,-48.5475,59.404,94.95,11.8222,216.0,66.0,0,1,1,1,0
VIRTUAL-0650,1,14.1569,10.1201,120.4135,7044.0091,10605.5442,5.5125,0.82757,320.2515,-25.1976,64.6464,23.4008,8.8636,96.0,55.0,0,1,1,0,1
VIRTUAL-0651,1,62.4583,15.1145,96.7858,12420.5159,19403.8737,54.7666,0.18773,186.125,-57.8519,75.131,63.9232,13.2632,24.0,55.0,1,1,1,1,1
VIRTUAL-0652,0,26.7276,15.8214,187.812,14813.3231,22016.7032,27.1747,0.79371,296.8945,-52.5909,76.7955,46.2098,16.7593,168.0,65.0,0,1,0,1,1
VIRTUAL-0653,1,61.2363,18.1438,195.6629,15879.2015,23233.7582,71.065,0.76791,165.5631,-34.6034,94.1371,39.1076,16.1826,48.0,55.0,0,1,1,1,1
VIRTUAL-0654,0,28.7571,15.2491,104.8114,8538.5822,13467.1173,27.0225,0.94547,257.2547,-14.9773,64.4296,77.2684,11.6387,216.0,66.0,0,1,1,1,1
VIRTUAL-0655,1,39.9409,13.6776,196.2954,11228.0995,18797.6652,9.8456,0.65415,310.0145,-50.4523,63.859,31.1068,15.3796,48.0,55.0,1,1,1,1,1
VIRTUAL-0656,1,29.2771,9.8673,50.7754,4164.7547,6000,19.0418,0.91128,285.8738,-29.764,64.4045,61.0562,5.8111,72.0,65.0,0,0,1,1,0
VIRTUAL-0657,0,35.2558,14.8071,217.4893,10409.3744,15747.3368,66.5523,0.92538,134.8844,-12.7156,80.2295,89.4112,12.5837,96.0,55.0,0,1,1,1,1
VIRTUAL-0658,1,36.8022,12.2525,190.247,4694.3211,8632.7282,74.5433,0.74381,144.5336,-19.5017,68.9088,39.112,10.0497,72.0,55.0,0,1,1,1,0
VIRTUAL-0659,1,62.3098,16.6681,94.9861,17802.3717,28291.3194,44.5603,0.26797,207.2198,-45.9948,66.7839,64.2599,13.4423,24.0,54.0,0,1,1,1,1
VIRTUAL-0660,1,35.0024,16.1292,142.2753,9056.6815,13971.3238,36.7454,0.94952,227.9502,-29.2357,95.5245,94.2315,13.9445,168.0,65.0,0,1,1,0,0
VIRTUAL-0661,1,46.2635,15.6893,147.2237,10941.3062,16843.3624,82.8871,0.55977,127.2074,-20.8026,89.5416,22.9849,11.8932,24.0,55.0,1,1,1,0,1
VIRTUAL-0662,0,38.7391,16.3103,188.9406,17196.375,26517.7289,46.3701,0.17049,246.518,-14.2975,83.4447,59.2239,15.9912,0.0,55.0,0,0,1,0,0
VIRTUAL-0663,1,57.2039,15.2911,145.3244,9042.0578,15284.2641,49.9736,0.60181,194.6415,-19.2462,79.5666,96.0759,10.9744,216.0,67.0,1,1,0,1,1
VIRTUAL-0664,1,20.1072,11.5165,192.3164,4758.7885,8832.4874,6.2134,0.17021,302.2226,-12.5464,84.6188,22.9746,12.3616,240.0,66.0,0,0,1,0,1
VIRTUAL-0665,1,62.6727,16.9555,163.0419,15651.8618,23245.3826,78.2324,0.29849,152.1841,-30.2284,82.8887,44.9863,14.5447,0.0,55.0,1,1,1,1,1
VIRTUAL-0666,1,58.1598,17.6259,182.3662,16738.6288,24376.8967,13.1867,0.15511,283.1928,-47.3105,83.6111,89.1984,17.0047,48.0,55.0,0,1,1,1,0
VIRTUAL-0667,1,42.7661,15.6869,98.4906,8682.6267,13025.3127,72.3479,0.58285,142.7571,-58.8053,65.1794,93.7349,11.3458,120.0,65.0,0,1,0,1,1
VIRTUAL-0668,1,51.5346,19.0942,219.2648,13370.4408,20179.6046,49.6361,0.33149,198.9794,-31.5026,98.5497,99.3352,16.4766,168.0,65.0,0,1,0,1,0
VIRTUAL-0669,1,55.4549,16.4821,54.5566,15287.2633,23078.4999,72.2418,0.59565,165.4906,-33.8833,93.1531,53.2068,11.4439,0.0,55.0,0,0,1,1,1
VIRTUAL-0670,1,38.6109,11.1236,102.3458,4835.8142,6586.3788,89.1875,0.78799,140.4337,-15.6447,83.3059,28.1734,7.764,24.0,54.0,0,1,1,1,1
VIRTUAL-0671,0,36.1811,19.5505,154.1681,15925.8741,24275.6167,30.7615,0.43827,239.3144,-32.7068,84.8981,65.6256,17.6771,216.0,65.0,0,1,0,1,1
VIRTUAL-0672,1,36.1258,10.4016,133.958,5443.3284,9110.6166,7.7826,0.49609,285.6434,-30.5644,75.9647,55.698,8.5108,0.0,54.0,1,1,1,1,1
VIRTUAL-0673,1,43.4235,13.9349,199.3825,8213.3613,12437.575,85.7038,0.92343,121.0615,-10.7897,91.0444,38.8504,9.0557,0.0,55.0,1,1,1,1,0
VIRTUAL-0674,1,44.4515,13.2021,122.442,10364.8029,16275.1449,42.402,0.78714,229.9451,-47.9346,68.5963,45.9139,13.789,48.0,55.0,1,0,1,1,1
VIRTUAL-0675,0,46.5351,17.3599,105.5589,15823.8921,22763.2189,29.0285,0.09687,216.0913,-27.137,79.9039,37.5878,15.759,168.0,65.0,0,0,1,1,0
VIRTUAL-0676,1,33.0456,10.0541,209.0515,4942.5349,8935.9926,26.2738,0.13982,260.7133,-26.7121,57.3461,86.1977,10.5466,48.0,55.0,0,0,1,1,0
VIRTUAL-0677,1,44.9068,17.7663,204.6455,8918.3465,12186.3001,87.7768,0.3483,131.5081,-25.3023,92.9337,95.1638,12.5234,96.0,65.0,0,0,1,1,1
VIRTUAL-0678,1,62.9436,15.2394,174.4605,11502.7341,18082.4459,39.1889,0.18108,237.7817,-38.4759,86.6116,95.6149,13.1326,24.0,55.0,0,1,1,1,1
VIRTUAL-0679,1,32.4566,20.6514,87.7928,16008.9914,24109.6733,69.7071,0.96168,151.5858,-46.3455,56.6797,74.9186,18.3572,240.0,65.0,0,0,0,1,0
VIRTUAL-0680,1,27.1027,13.3368,176.1469,8479.7565,13250.943,9.1005,0.89557,293.9703,-37.7247,80.0204,88.7683,10.9102,120.0,65.0,1,0,1,1,0
VIRTUAL-0681,1,62.3678,18.0004,192.1565,13061.8171,21205.1293,86.6295,0.45511,134.9735,-44.5215,65.8939,55.1374,13.9866,24.0,55.0,1,1,1,1,1
VIRTUAL-0682,0,28.5816,18.6864,52.6949,13330.0824,21064.8436,65.4122,0.76633,187.0857,-42.4476,62.1936,35.0512,13.6568,216.0,65.0,0,1,0,0,1
VIRTUAL-0683,1,50.8756,13.1434,88.5638,5485.9005,8250.2499,36.7128,0.20458,213.0794,-47.169,92.9122,94.166,8.168,48.0,54.0,1,1,1,1,1
VIRTUAL-0684,1,50.9732,16.7827,129.8034,14208.8969,22552.2658,70.5407,0.24771,150.8246,-39.1086,56.0313,64.3488,16.606,216.0,65.0,0,1,0,1,0
VIRTUAL-0685,1,54.3469,18.1131,106.6111,15172.0357,22463.2694,48.7699,0.59115,197.9257,-56.8481,78.3955,32.6214,14.2633,72.0,55.0,1,0,1,1,1
VIRTUAL-0686,1,45.6252,15.9704,194.448,5185.3766,8647.0926,64.5633,0.06069,129.3582,-46.6543,79.4529,89.6884,10.7761,168.0,65.0,0,0,1,1,1
VIRTUAL-0687,1,33.4154,10.933,127.7308,4183.5139,6000,35.8727,0.20728,233.0547,-25.1901,57.5222,41.5433,8.4476,0.0,54.0,1,1,1,1,1
VIRTUAL-0688,1,36.5081,15.1425,131.5517,8559.246,13122.0148,7.8198,0.57788,310.3929,-41.2727,85.4849,97.9248,13.2104,216.0,65.0,0,0,1,1,1
VIRTUAL-0689,1,29.2827,11.0563,142.8666,7527.3998,11184.0247,11.3684,0.39714,266.5987,-27.0339,55.467,75.8543,9.3436,0.0,54.0,0,0,1,0,0
VIRTUAL-0690,1,46.958,16.225,53.8824,6636.0622,10034.5924,83.6683,0.61446,115.8675,-55.1854,74.3869,35.9324,10.7779,216.0,65.0,1,1,1,0,1
VIRTUAL-0691,1,31.6775,11.0551,181.144,4349.813,7152.1649,47.6491,0.78613,206.1008,-57.4379,71.3826,29.438,9.28,0.0,55.0,1,0,1,1,0
VIRTUAL-0692,1,34.8332,15.3266,140.0856,11280.3224,18521.3688,10.0748,0.30995,304.3381,-18.7987,59.8371,99.8241,12.3946,96.0,55.0,1,1,1,1,1
VIRTUAL-0693,1,35.5697,16.9296,138.1747,15701.9801,23494.2471,12.7515,0.288,279.2682,-31.0374,55.7662,31.4243,15.9301,120.0,65.0,0,1,1,1,0
VIRTUAL-0694,1,42.4455,15.1368,95.362,4424.9005,7494.1328,37.4582,0.45475,257.2879,-38.926,84.5854,28.0216,11.7863,240.0,68.0,0,1,1,1,1
VIRTUAL-0695,1,53.0399,15.4023,107.4532,13533.8978,21944.3062,80.1817,0.89693,150.2787,-37.613,59.032,47.0282,12.7792,24.0,55.0,1,1,1,1,0
VIRTUAL-0696,1,45.5058,13.7345,208.7067,7994.5743,12088.0572,65.3122,0.91542,150.7452,-50.5724,71.5969,96.4678,10.8732,0.0,55.0,1,0,1,1,0
VIRTUAL-0697,1,29.7531,15.3681,179.3327,8082.405,12869.5543,28.3288,0.40645,274.8369,-25.5155,89.715,96.0001,13.395,96.0,55.0,0,1,1,1,1
VIRTUAL-0698,1,43.7566,16.0577,55.4134,14324.6956,22976.5411,31.2563,0.70408,288.1305,-52.7206,89.1599,62.2899,14.2028,168.0,65.0,0,0,1,1,0
VIRTUAL-0699,1,58.2962,17.7628,112.5187,13912.853,20763.545,65.1941,0.42107,146.2239,-16.428,74.1884,66.8972,12.8118,48.0,55.0,0,0,1,1,1
VIRTUAL-0700,1,40.9749,15.7717,204.3653,11265.1802,16663.1994,31.9491,0.70865,250.0171,-16.5517,75.1722,83.1077,12.5751,72.0,55.0,1,1,1,0,1
VIRTUAL-0701,1,61.7094,21.6355,163.7366,17819.1052,24981.7599,72.3448,0.38713,127.2409,-53.6472,77.146,49.2844,19.8061,216.0,65.0,0,0,1,1,1
VIRTUAL-0702,1,27.5962,15.1428,85.9286,9572.138,13622.19,6.3953,0.31066,293.7222,-20.7998,58.1577,54.3515,12.8283,216.0,66.0,1,1,1,1,1
VIRTUAL-0703,0,45.3441,14.8592,103.695,10868.1658,16476.8524,59.7402,0.09733,168.149,-24.3625,86.5272,47.6494,11.9358,96.0,55.0,0,1,1,1,1
VIRTUAL-0704,1,32.1375,12.6868,140.3182,9442.8006,12774.9218,56.3562,0.87567,205.2996,-50.5767,67.0368,38.7226,10.4672,96.0,55.0,0,1,0,1,0
VIRTUAL-0705,1,69.4017,18.7374,111.4986,16014.3683,24478.1506,52.4699,0.33377,194.1388,-45.6802,57.7677,69.3124,15.4855,240.0,67.0,0,1,1,1,0
VIRTUAL-0706,1,33.3819,10.486,181.916,7124.0778,11166.2031,29.4081,0.59021,256.9394,-33.9201,60.4675,25.83,11.8322,24.0,55.0,1,1,1,1,1
VIRTUAL-0707,1,26.0607,13.2825,106.7876,8169.5806,10439.5575,32.1161,0.78165,268.3486,-20.1154,84.8703,81.8086,10.329,72.0,55.0,0,1,1,1,0
VIRTUAL-0708,1,36.2744,13.8862,90.6525,5233.4794,8270.5425,81.9549,0.44546,114.1496,-33.444,72.8575,20.0077,7.7975,168.0,65.0,1,1,0,1,0
VIRTUAL-0709,1,53.1765,19.0792,200.5887,17626.8787,28032.9143,53.7025,0.55912,206.4202,-57.2485,94.7705,31.0728,18.7499,120.0,55.0,1,0,1,1,1
VIRTUAL-0710,1,23.9139,12.9843,191.3175,6216.7929,9030.2996,11.3357,0.90397,300.276,-56.0715,81.3913,20.594,13.8641,216.0,65.0,1,1,1,1,1
VIRTUAL-0711,1,25.4535,14.0793,63.6687,8426.1957,12252.5411,21.8359,0.72354,298.7683,-34.7269,62.1226,46.2829,9.8216,168.0,65.0,0,0,1,1,1
VIRTUAL-0712,0,41.7484,18.0324,202.6068,13443.3996,19071.1607,44.2738,0.73936,217.9593,-47.7195,59.3343,69.9844,17.7896,216.0,65.0,0,1,1,1,1
VIRTUAL-0713,1,38.8226,16.0742,210.3463,5735.1333,8569.183,62.1283,0.06746,138.1124,-55.2628,61.6846,41.3387,12.705,216.0,65.0,0,0,0,1,1
VIRTUAL-0714,1,37.1408,10.6535,201.5745,5544.6989,8157.3576,16.3439,0.34487,268.9475,-54.6512,88.0387,29.0149,8.9597,0.0,54.0,1,1,1,1,0
VIRTUAL-0715,1,40.7895,14.3847,123.2464,11133.1083,16953.0847,8.6767,0.69024,296.8845,-33.0551,75.2672,73.0861,11.6638,72.0,55.0,0,1,1,1,1
VIRTUAL-0716,1,40.3881,15.9573,186.9349,13380.2325,19999.4376,67.1378,0.31582,156.0188,-21.0351,96.2842,48.9125,14.2188,0.0,54.0,0,0,1,0,1
VIRTUAL-0717,0,16.9881,13.091,86.761,4799.6036,6381.8173,12.5295,0.28683,289.5159,-15.7888,95.8671,96.9078,9.02,96.0,65.0,0,1,1,1,1
VIRTUAL-0718,1,48.7136,17.1667,185.05,7510.8459,11158.5027,78.8222,0.50819,137.5682,-51.3128,98.9642,65.2059,14.7232,216.0,65.0,1,1,1,1,1
VIRTUAL-0719,1,36.3111,15.3969,172.2968,6190.782,10395.956,38.2761,0.34953,208.3209,-47.746,76.7084,70.1964,12.0226,168.0,65.0,0,0,1,1,1
VIRTUAL-0720,1,46.1287,18.3603,164.0725,13573.4218,21049.1204,28.6093,0.28109,257.9825,-44.5327,64.3663,77.1595,16.5742,216.0,65.0,1,0,1,1,1
VIRTUAL-0721,1,46.5167,14.7122,140.9945,10333.0938,15730.1123,13.6719,0.52978,276.9064,-55.4899,88.0815,99.0668,13.9241,72.0,55.0,0,1,1,0,1
VIRTUAL-0722,1,40.8726,12.3813,170.659,9304.8483,14144.1125,40.1677,0.37668,214.7149,-27.2774,76.5724,39.2089,12.1127,48.0,55.0,0,0,1,1,0
VIRTUAL-0723,1,47.4141,17.2444,55.5887,16996.5037,24107.214,17.2658,0.85488,300.1346,-26.496,88.8031,96.8494,15.4295,24.0,55.0,0,0,1,1,1
VIRTUAL-0724,1,35.2078,13.167,97.0973,5035.3418,7242.3982,51.5576,0.22224,225.6666,-51.3285,96.2261,22.4538,11.1769,120.0,65.0,1,1,1,1,0
VIRTUAL-0725,0,62.6652,16.8651,104.8958,15666.4637,22693.4233,53.8811,0.32207,178.1163,-48.7182,88.6215,48.0656,15.4118,24.0,55.0,0,1,1,1,1
VIRTUAL-0726,0,15.8967,12.3448,158.3452,5993.8659,10657.1759,24.6891,0.89574,303.728,-14.7786,58.6063,56.2235,11.3159,216.0,65.0,1,1,0,1,0
VIRTUAL-0727,1,30.8476,11.7317,184.7592,4828.3142,8198.9829,16.0298,0.95589,300.2008,-14.4071,73.0602,93.1152,6.7369,0.0,54.0,1,1,1,1,1
VIRTUAL-0728,1,24.5267,10.6191,138.9602,7346.6765,8288.9651,35.357,0.65187,238.2828,-21.1112,84.5344,23.7302,9.9171,24.0,55.0,1,1,0,1,1
VIRTUAL-0729,0,32.0419,16.7351,60.4936,14368.4509,21811.8297,19.4734,0.99495,317.3448,-43.9129,85.8931,71.6382,14.7965,216.0,65.0,1,1,1,0,1
VIRTUAL-0730,1,37.4039,10.2421,213.843,5824.5142,9649.875,26.5189,0.20721,243.3612,-31.4248,84.1169,39.2133,9.4991,72.0,55.0,0,0,0,1,0
VIRTUAL-0731,1,44.7184,15.1892,109.7394,13833.8116,21696.495,33.3833,0.49815,265.8889,-59.81,72.3002,32.7536,15.2877,24.0,54.0,1,0,1,1,1
VIRTUAL-0732,1,58.1546,14.6496,106.2419,13916.6058,21399.5628,48.0485,0.23856,189.1167,-51.3362,62.2138,59.2613,14.1357,0.0,55.0,1,1,1,1,0
VIRTUAL-0733,1,49.7077,14.3022,114.8994,12826.0206,18366.3379,86.8472,0.11504,121.6434,-23.631,57.0675,27.829,11.8451,0.0,54.0,0,0,0,1,0
VIRTUAL-0734,1,30.3244,16.3103,57.4758,17605.6122,26444.7819,11.6342,0.80272,307.7524,-10.1575,70.4278,95.0121,12.8134,0.0,54.0,0,1,1,0,0
VIRTUAL-0735,0,30.512,17.2797,213.8256,14298.014,21345.3133,45.6092,0.23454,200.8707,-16.2061,65.406,51.1164,17.1548,240.0,66.0,0,1,0,0,1
VIRTUAL-0736,1,24.8215,15.6855,76.2896,7692.19,11586.1217,7.9696,0.91381,328.6817,-58.6417,57.6404,71.6302,14.1403,240.0,65.0,0,0,1,1,1
VIRTUAL-0737,1,40.2508,17.2771,188.8881,8457.2812,12481.0697,43.8962,0.2259,204.9374,-47.3018,55.8559,48.5937,12.5404,168.0,65.0,1,1,1,1,1
VIRTUAL-0738,0,36.5525,16.8693,67.586,17689.6994,27177.1793,66.4173,0.30564,143.7065,-36.2319,88.3139,21.4212,16.9216,216.0,65.0,1,1,0,0,1
VIRTUAL-0739,1,45.5399,15.699,215.2697,15739.2409,24397.3839,39.8363,0.77263,227.0861,-15.5437,81.621,26.3769,15.6822,0.0,55.0,0,1,1,1,1
VIRTUAL-0740,0,29.3608,14.112,163.0394,6519.4023,8671.9125,23.2898,0.12091,256.746,-43.4664,91.5456,47.6628,12.5622,216.0,65.0,1,1,1,1,1
VIRTUAL-0741,1,48.9056,14.9734,170.443,11934.7762,18552.3668,39.5094,0.94785,258.7882,-56.712,93.802,81.4623,15.9004,72.0,55.0,0,1,1,1,1
VIRTUAL-0742,1,52.4056,17.1212,194.3689,11250.8289,18379.2194,88.2335,0.84031,124.8824,-16.0024,67.0233,98.0475,10.5789,24.0,54.0,1,0,1,1,1
VIRTUAL-0743,1,42.7967,16.3143,74.2795,13307.5758,18835.1836,22.4624,0.42632,278.7191,-35.1644,81.8907,82.5547,13.5202,168.0,65.0,0,1,1,1,0
